Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_cut,FarFromHome,LowMonthlyIncome,LowWorkingYears,TotalSatisfaction
No,Non-Travel,1200,1,Master,Technical Degree,Male,62,High,2,Research Scientist,Married,25174,4,No,14,Excellent,1,3,Good,6,5,1,2,1,0,0,0,4
No,Travel_Rarely,1108,15,Master,Other,Female,65,High,1,Research Scientist,Married,16530,8,No,12,Excellent,1,3,Good,8,2,7,6,3,0,1,0,5
No,Travel_Rarely,479,7,Master,Medical,Male,35,High,1,Research Scientist,Single,22061,1,No,13,Excellent,0,4,Bad,1,0,0,0,1,0,1,1,5
No,Travel_Rarely,1351,1,Master,Life Sciences,Male,45,High,2,Research Scientist,Married,13008,9,No,17,Excellent,1,3,Good,2,2,2,1,1,0,0,0,5
No,Travel_Rarely,474,3,Bachelor,Life Sciences,Female,89,High,1,Research Scientist,Married,11133,1,No,21,Outstanding,0,5,Better,1,0,0,0,0,0,1,1,3
No,Travel_Rarely,1245,14,Bachelor,Life Sciences,Male,80,High,2,Sales Executive,Married,12355,1,No,11,Excellent,1,3,Better,9,8,7,7,2,0,0,0,6
No,Travel_Rarely,437,16,Bachelor,Life Sciences,Female,90,High,2,Sales Executive,Single,16379,2,No,12,Excellent,0,5,Best,3,2,1,2,2,0,0,0,3
No,Travel_Rarely,884,1,Master,Life Sciences,Female,73,High,2,Sales Executive,Single,21447,6,No,13,Excellent,0,5,Better,1,0,0,0,2,0,0,0,3
No,Travel_Rarely,1370,3,Below College,Medical,Male,87,High,1,Laboratory Technician,Single,16213,1,Yes,18,Excellent,0,3,Better,10,9,1,5,1,0,0,0,4
No,Travel_Rarely,670,10,Master,Medical,Female,51,High,2,Healthcare Representative,Single,4223,3,Yes,16,Excellent,0,4,Better,5,2,0,4,2,0,0,0,4
No,Travel_Rarely,1462,6,Bachelor,Medical,Male,38,Very High,3,Sales Executive,Married,4658,2,No,11,Excellent,1,3,Better,7,6,7,6,2,0,0,0,5
No,Travel_Frequently,995,2,Below College,Life Sciences,Male,87,High,2,Healthcare Representative,Divorced,24483,1,No,19,Excellent,1,0,Best,6,4,1,3,1,0,0,0,6
No,Travel_Rarely,264,9,Bachelor,Marketing,Male,59,High,5,Manager,Married,19519,4,Yes,16,Excellent,1,2,Better,1,0,0,0,3,0,0,0,6
No,Travel_Rarely,977,10,Bachelor,Technical Degree,Male,45,Very High,1,Research Scientist,Married,12826,2,No,16,Excellent,1,2,Better,2,2,2,2,0,0,1,0,8
No,Travel_Frequently,1302,6,Master,Life Sciences,Male,80,Very High,2,Laboratory Technician,Married,19711,3,Yes,13,Excellent,1,3,Better,3,2,0,2,2,0,0,0,3
No,Travel_Rarely,1059,9,College,Other,Male,93,Medium,5,Manager,Single,26362,8,No,22,Outstanding,0,2,Better,1,0,0,1,2,0,0,0,9
No,Travel_Rarely,750,28,Bachelor,Life Sciences,Male,46,Very High,2,Laboratory Technician,Married,25348,1,No,17,Excellent,2,3,Good,10,9,6,8,2,1,0,0,6
No,Travel_Frequently,653,10,Master,Technical Degree,Male,92,Medium,2,Healthcare Representative,Married,15332,1,No,14,Excellent,1,3,Good,8,2,7,7,1,0,0,0,6
No,Travel_Rarely,118,14,College,Life Sciences,Female,84,High,2,Sales Executive,Married,11262,1,No,15,Excellent,1,2,Better,5,4,1,2,2,0,0,0,5
No,Travel_Rarely,990,27,Bachelor,Technical Degree,Male,87,Very High,1,Laboratory Technician,Divorced,5855,5,No,12,Excellent,1,0,Better,6,4,0,2,2,1,0,0,6
No,Travel_Rarely,1349,7,College,Life Sciences,Male,63,Medium,1,Laboratory Technician,Married,7713,1,No,18,Excellent,1,5,Good,1,0,0,1,2,0,1,1,8
Yes,Travel_Rarely,329,24,Bachelor,Medical,Male,51,High,1,Laboratory Technician,Married,7324,1,Yes,17,Excellent,3,3,Better,1,1,0,0,1,1,1,1,5
No,Non-Travel,457,26,College,Other,Female,85,Medium,1,Research Scientist,Married,10293,1,Yes,14,Excellent,0,2,Good,4,2,1,3,0,1,1,0,4
No,Travel_Rarely,634,5,Master,Other,Female,35,Very High,1,Research Scientist,Married,18783,3,No,17,Excellent,2,3,Better,3,2,0,2,1,0,0,0,7
No,Travel_Rarely,241,7,Bachelor,Medical,Male,48,Medium,1,Research Scientist,Married,5348,1,No,12,Excellent,1,3,Good,6,4,1,1,1,0,1,0,3
No,Travel_Rarely,1015,5,Doctor,Medical,Female,50,Low,2,Laboratory Technician,Single,23447,1,Yes,14,Excellent,0,3,Better,10,7,1,4,3,0,0,0,2
No,Non-Travel,336,26,Bachelor,Marketing,Male,52,Medium,2,Sales Executive,Married,24162,1,No,15,Excellent,1,2,Better,10,7,4,5,3,1,0,0,0
No,Travel_Frequently,715,2,Master,Other,Male,54,High,2,Sales Executive,Single,21602,7,No,13,Excellent,0,3,Better,5,2,0,3,1,0,0,0,6
No,Travel_Rarely,559,12,Master,Life Sciences,Female,76,High,2,Manufacturing Director,Married,12421,9,Yes,12,Excellent,2,2,Better,3,2,1,1,2,0,0,0,5
No,Travel_Frequently,426,10,Master,Life Sciences,Male,42,Very High,2,Manufacturing Director,Divorced,17000,1,No,13,Excellent,1,3,Better,9,7,7,2,1,0,0,0,5
No,Travel_Rarely,722,25,Master,Life Sciences,Female,84,High,1,Laboratory Technician,Married,22102,1,No,14,Excellent,1,3,Good,9,6,1,4,3,1,0,0,5
No,Travel_Rarely,1387,10,Doctor,Medical,Male,76,High,2,Manufacturing Director,Married,3835,2,No,13,Excellent,3,3,Better,7,7,7,7,2,0,0,0,4
No,Travel_Rarely,1302,19,Bachelor,Other,Male,67,Medium,1,Laboratory Technician,Divorced,16290,1,No,11,Excellent,2,3,Better,7,7,0,7,1,0,0,0,3
No,Travel_Rarely,580,27,Bachelor,Medical,Female,39,Low,2,Manufacturing Director,Divorced,20460,1,No,21,Outstanding,1,5,Good,5,3,0,0,1,1,0,0,2
No,Travel_Rarely,546,5,Below College,Medical,Male,97,High,1,Research Scientist,Single,26009,1,No,18,Excellent,0,2,Better,2,2,2,2,0,0,1,0,7
Yes,Travel_Frequently,544,3,College,Medical,Female,70,High,1,Sales Representative,Single,18420,1,Yes,12,Excellent,0,2,Best,0,0,0,0,0,0,1,1,6
No,Travel_Rarely,1176,26,Master,Life Sciences,Female,98,High,5,Manager,Married,5220,3,No,11,Excellent,1,2,Better,5,2,1,0,3,1,0,0,7
No,Travel_Rarely,170,3,College,Medical,Male,76,Medium,2,Laboratory Technician,Divorced,10302,1,No,15,Excellent,1,3,Better,10,8,0,7,2,0,1,0,7
No,Non-Travel,208,8,Master,Life Sciences,Female,52,High,2,Healthcare Representative,Married,12250,1,No,12,Excellent,1,5,Better,14,11,2,9,2,0,0,0,7
No,Travel_Rarely,671,19,Bachelor,Life Sciences,Male,85,High,2,Manufacturing Director,Married,26493,3,No,17,Excellent,3,2,Good,4,3,0,2,2,0,0,0,4
No,Travel_Frequently,711,4,Bachelor,Medical,Female,81,High,2,Manufacturing Director,Single,3140,1,No,13,Excellent,0,2,Bad,9,2,3,8,2,0,0,0,5
No,Travel_Rarely,1329,2,College,Other,Female,59,Medium,2,Manufacturing Director,Divorced,5388,1,No,19,Excellent,2,3,Better,10,7,3,9,3,0,0,0,6
No,Travel_Rarely,397,2,College,Medical,Female,54,Medium,3,Manufacturing Director,Married,14199,3,Yes,19,Excellent,1,6,Best,5,4,0,2,2,0,0,0,8
Yes,Travel_Rarely,737,10,Bachelor,Medical,Male,55,Medium,3,Sales Executive,Married,21530,9,No,17,Excellent,0,3,Better,13,12,6,0,2,0,0,0,5
No,Travel_Rarely,1470,10,Bachelor,Medical,Female,71,High,1,Research Scientist,Married,9953,1,No,11,Excellent,1,2,Bad,8,4,7,7,2,0,0,0,2
No,Travel_Rarely,448,16,Bachelor,Life Sciences,Female,84,High,3,Manufacturing Director,Single,19948,6,Yes,15,Excellent,0,2,Good,4,2,3,3,2,0,0,0,8
No,Travel_Frequently,602,1,Doctor,Human Resources,Male,37,High,2,Human Resources,Married,10503,4,Yes,11,Excellent,0,3,Better,10,7,0,2,3,0,0,0,5
No,Travel_Frequently,365,4,Doctor,Medical,Male,89,Medium,4,Manager,Married,5602,2,No,25,Outstanding,1,3,Better,2,2,2,2,3,0,0,0,6
Yes,Travel_Rarely,763,15,College,Medical,Male,59,Low,2,Sales Executive,Divorced,22098,6,Yes,14,Excellent,2,2,Good,2,2,2,2,2,0,0,0,6
No,Travel_Frequently,567,2,Below College,Technical Degree,Female,32,High,1,Research Scientist,Single,17218,1,Yes,13,Excellent,0,2,Better,6,3,1,3,0,0,0,0,5
No,Travel_Rarely,486,8,Bachelor,Medical,Female,86,Very High,1,Research Scientist,Married,22490,7,No,17,Excellent,0,0,Better,3,2,0,2,1,0,0,0,3
No,Travel_Frequently,591,2,Bachelor,Medical,Male,87,High,1,Research Scientist,Single,6297,2,No,13,Excellent,0,0,Good,4,2,1,2,1,0,1,0,8
Yes,Travel_Rarely,1329,7,Bachelor,Life Sciences,Male,73,High,1,Laboratory Technician,Single,3339,3,Yes,14,Excellent,0,3,Bad,4,2,0,3,2,0,1,0,1
No,Travel_Rarely,469,10,Bachelor,Medical,Male,42,Medium,2,Sales Executive,Single,23413,9,No,11,Excellent,0,2,Better,5,2,1,4,1,0,0,0,6
No,Travel_Rarely,711,5,Master,Life Sciences,Female,42,High,3,Healthcare Representative,Married,22792,4,No,12,Excellent,2,6,Better,3,2,0,2,2,0,0,0,3
No,Travel_Frequently,772,2,Below College,Life Sciences,Male,77,Very High,2,Manufacturing Director,Divorced,4973,1,No,17,Excellent,2,6,Better,7,7,0,7,0,0,0,0,7
No,Travel_Rarely,492,12,Bachelor,Medical,Male,66,High,2,Manufacturing Director,Married,7693,4,No,21,Outstanding,0,3,Better,5,4,1,0,2,0,0,0,6
No,Travel_Rarely,301,22,Master,Other,Female,72,High,4,Research Director,Married,3498,3,No,16,Excellent,2,2,Better,4,2,1,2,3,1,0,0,2
No,Travel_Rarely,813,17,Doctor,Life Sciences,Female,50,Medium,3,Research Director,Divorced,21981,5,No,15,Excellent,3,3,Better,14,11,1,11,3,0,0,0,5
No,Travel_Rarely,1141,2,Bachelor,Medical,Female,31,High,1,Sales Representative,Single,13251,1,No,19,Excellent,0,3,Better,2,2,2,2,0,0,1,1,4
No,Travel_Rarely,1130,3,Bachelor,Life Sciences,Female,66,High,2,Research Scientist,Divorced,19332,1,No,12,Excellent,1,2,Better,11,8,7,9,1,0,0,0,6
No,Travel_Rarely,311,7,Bachelor,Life Sciences,Male,77,High,1,Laboratory Technician,Single,10950,2,No,11,Excellent,0,4,Better,4,3,1,3,2,0,1,0,3
No,Travel_Rarely,465,6,Below College,Life Sciences,Female,41,Medium,4,Healthcare Representative,Married,11652,2,Yes,19,Excellent,1,3,Better,15,11,2,12,3,0,0,0,5
No,Non-Travel,894,1,Master,Medical,Female,33,Medium,2,Manufacturing Director,Married,15411,1,No,15,Excellent,0,6,Better,3,2,1,2,2,0,0,0,7
No,Travel_Rarely,1040,3,College,Life Sciences,Male,79,Very High,2,Healthcare Representative,Divorced,26308,6,No,20,Outstanding,1,3,Better,5,4,0,4,2,0,0,0,3
No,Travel_Rarely,584,22,Doctor,Medical,Female,91,High,4,Manager,Married,18685,3,No,25,Outstanding,1,6,Better,10,8,4,7,4,1,0,0,5
No,Travel_Rarely,1291,15,College,Life Sciences,Male,65,Medium,4,Research Director,Married,3525,1,No,24,Outstanding,1,3,Better,14,10,6,11,2,0,0,0,4
Yes,Travel_Frequently,880,12,Master,Other,Male,36,High,2,Sales Executive,Single,10414,3,Yes,24,Outstanding,0,2,Best,11,9,6,7,2,0,0,0,6
No,Travel_Frequently,1189,1,Bachelor,Life Sciences,Male,90,High,2,Research Scientist,Married,9867,7,No,15,Excellent,2,4,Best,13,11,2,9,2,0,0,0,9
No,Travel_Rarely,991,5,Bachelor,Medical,Male,43,Medium,2,Sales Executive,Divorced,3356,1,Yes,13,Excellent,1,3,Good,10,0,0,9,1,0,0,0,2
No,Travel_Rarely,392,2,Master,Medical,Male,93,High,2,Sales Executive,Divorced,3921,1,No,14,Excellent,2,5,Better,6,2,0,4,1,0,0,0,8
No,Travel_Rarely,977,2,Bachelor,Medical,Male,45,High,2,Research Scientist,Divorced,25518,1,No,13,Excellent,2,4,Good,9,5,1,6,1,0,0,0,6
No,Travel_Rarely,1112,5,Master,Life Sciences,Female,67,High,2,Sales Executive,Married,22589,1,No,11,Excellent,2,2,Better,10,0,0,2,1,0,0,0,3
No,Travel_Rarely,464,16,Bachelor,Medical,Female,74,High,1,Laboratory Technician,Divorced,24941,4,Yes,16,Excellent,1,2,Good,2,2,2,2,3,0,1,0,4
No,Travel_Frequently,148,2,Bachelor,Medical,Female,42,Medium,1,Laboratory Technician,Single,23826,1,No,22,Outstanding,0,3,Better,4,3,3,3,2,0,1,0,5
No,Travel_Rarely,1225,2,Master,Life Sciences,Female,47,Very High,4,Manager,Divorced,21086,6,No,14,Excellent,3,2,Better,3,2,1,2,3,0,0,0,4
No,Travel_Rarely,809,1,Bachelor,Life Sciences,Male,36,High,4,Manager,Single,22384,4,No,14,Excellent,0,2,Better,8,7,0,0,3,0,0,0,4
No,Travel_Rarely,1206,23,College,Life Sciences,Male,80,High,3,Sales Executive,Single,11591,3,Yes,16,Excellent,0,2,Better,2,0,0,2,2,1,0,0,8
No,Travel_Rarely,727,9,Below College,Life Sciences,Male,54,High,1,Sales Representative,Single,21082,1,No,11,Excellent,0,3,Better,2,2,0,2,0,0,1,1,3
No,Non-Travel,530,16,Bachelor,Life Sciences,Female,36,High,2,Sales Executive,Divorced,16130,1,Yes,25,Outstanding,1,2,Better,6,5,1,2,1,0,0,0,7
No,Travel_Rarely,1351,26,Master,Life Sciences,Male,80,High,2,Healthcare Representative,Married,7419,6,No,14,Excellent,2,2,Good,3,2,0,2,2,1,0,0,3
No,Travel_Rarely,528,1,Bachelor,Life Sciences,Female,44,High,1,Human Resources,Divorced,4167,4,Yes,18,Excellent,3,2,Better,2,2,2,2,3,0,1,0,5
Yes,Travel_Rarely,1320,8,Below College,Medical,Male,93,Medium,1,Laboratory Technician,Single,20586,1,Yes,11,Excellent,0,2,Better,5,4,1,2,0,0,0,0,5
No,Travel_Rarely,1495,4,College,Medical,Female,87,High,1,Laboratory Technician,Married,26176,7,No,19,Excellent,1,5,Good,0,0,0,0,2,0,0,0,8
No,Travel_Rarely,1395,24,Master,Medical,Male,48,Very High,3,Healthcare Representative,Married,3458,3,No,15,Excellent,0,2,Better,4,3,1,2,4,1,0,0,6
Yes,Travel_Frequently,708,7,College,Medical,Female,95,High,1,Sales Representative,Married,11740,2,Yes,11,Excellent,2,3,Better,9,7,7,7,3,0,1,0,7
Yes,Travel_Rarely,1259,2,Master,Life Sciences,Male,95,High,1,Laboratory Technician,Single,24852,1,No,12,Excellent,0,2,Better,1,0,0,0,1,0,1,1,4
No,Non-Travel,786,7,Bachelor,Medical,Male,76,High,1,Laboratory Technician,Single,11925,1,No,20,Outstanding,0,5,Better,7,7,5,7,0,0,1,0,8
No,Travel_Rarely,1441,22,Bachelor,Technical Degree,Male,94,Medium,1,Research Scientist,Divorced,23737,5,No,12,Excellent,1,1,Better,4,2,1,2,4,1,0,0,4
No,Travel_Rarely,1157,5,College,Medical,Male,57,Medium,2,Laboratory Technician,Married,11912,1,No,14,Excellent,1,3,Best,15,10,4,13,1,0,0,0,6
No,Travel_Rarely,370,1,Master,Medical,Male,92,Low,3,Healthcare Representative,Divorced,20467,3,No,20,Outstanding,1,2,Best,1,0,0,0,4,0,0,0,7
No,Travel_Rarely,267,21,Bachelor,Medical,Male,79,Very High,1,Laboratory Technician,Married,13637,1,No,18,Excellent,3,6,Better,14,11,2,13,1,0,1,0,5
No,Travel_Frequently,1278,1,Master,Medical,Male,31,Low,2,Sales Executive,Divorced,7677,1,No,14,Excellent,2,2,Good,6,3,1,3,2,0,0,0,7
No,Travel_Rarely,678,19,Bachelor,Life Sciences,Female,35,Medium,1,Research Scientist,Married,20338,1,No,12,Excellent,0,3,Better,10,9,8,7,1,0,1,0,5
Yes,Travel_Rarely,427,7,Bachelor,Life Sciences,Male,99,High,1,Sales Representative,Divorced,25103,1,Yes,21,Outstanding,1,2,Better,3,2,0,2,0,0,1,0,6
No,Travel_Rarely,921,2,Bachelor,Life Sciences,Female,96,Very High,3,Healthcare Representative,Married,14810,1,Yes,19,Excellent,1,2,Better,8,7,6,7,3,0,0,0,6
No,Travel_Frequently,146,2,Master,Medical,Male,79,Medium,1,Research Scientist,Single,13970,1,Yes,14,Excellent,0,2,Best,5,4,1,4,2,0,0,0,5
No,Travel_Rarely,1179,2,Bachelor,Medical,Male,73,High,2,Sales Executive,Married,6069,1,Yes,17,Excellent,1,3,Better,10,9,8,8,2,0,0,0,6
No,Travel_Rarely,581,9,Bachelor,Medical,Male,62,Very High,1,Research Scientist,Married,17616,1,No,16,Excellent,1,1,Better,5,3,0,4,0,0,0,0,7
No,Travel_Rarely,918,6,Bachelor,Marketing,Male,35,High,3,Sales Executive,Single,15869,1,No,12,Excellent,0,3,Better,10,8,8,7,2,0,0,0,6
No,Travel_Rarely,1082,9,Master,Medical,Female,43,High,1,Laboratory Technician,Married,25412,9,No,17,Excellent,1,2,Better,5,3,1,2,1,0,1,0,7
No,Travel_Rarely,530,2,Master,Life Sciences,Female,51,High,2,Sales Representative,Single,7439,3,No,15,Excellent,0,2,Good,13,7,6,7,2,0,0,0,7
Yes,Travel_Rarely,240,22,Below College,Human Resources,Male,58,Low,1,Human Resources,Married,11585,1,No,11,Excellent,1,2,Better,1,0,0,0,0,1,1,1,7
No,Travel_Rarely,390,17,Master,Medical,Male,62,Low,1,Laboratory Technician,Married,6217,1,No,15,Excellent,3,3,Best,3,2,0,2,0,0,1,0,7
No,Travel_Frequently,585,10,Bachelor,Life Sciences,Male,56,High,1,Research Scientist,Married,17360,6,No,13,Excellent,1,3,Good,5,2,1,3,1,0,0,0,2
No,Travel_Rarely,741,2,Master,Life Sciences,Male,69,High,1,Laboratory Technician,Married,18103,1,No,14,Excellent,1,2,Best,5,2,0,3,1,0,0,0,6
No,Non-Travel,552,4,Bachelor,Human Resources,Male,60,Low,2,Human Resources,Married,20794,6,No,19,Excellent,1,4,Better,3,2,1,2,2,0,0,0,4
No,Travel_Rarely,369,8,College,Life Sciences,Female,92,High,2,Manufacturing Director,Married,5041,2,Yes,16,Excellent,1,3,Better,1,0,0,0,2,0,0,0,2
No,Travel_Rarely,506,29,Below College,Medical,Male,91,High,1,Laboratory Technician,Divorced,3622,1,No,13,Excellent,3,2,Best,6,2,1,2,0,1,0,0,2
No,Travel_Rarely,717,13,Master,Life Sciences,Male,34,High,2,Healthcare Representative,Single,9697,6,No,14,Excellent,0,3,Better,10,7,0,9,3,0,0,0,6
No,Travel_Rarely,1370,27,Master,Life Sciences,Male,49,High,2,Manufacturing Director,Married,5151,2,No,16,Excellent,1,3,Better,7,7,0,7,2,1,0,0,6
No,Travel_Rarely,793,16,Below College,Life Sciences,Male,33,High,1,Research Scientist,Married,3811,1,No,12,Excellent,1,2,Good,10,0,0,8,1,0,1,0,5
No,Non-Travel,543,2,Master,Marketing,Male,87,High,2,Sales Executive,Married,3536,7,No,11,Excellent,1,3,Bad,1,0,0,0,3,0,0,0,6
No,Travel_Rarely,1277,2,Bachelor,Life Sciences,Male,74,High,3,Sales Executive,Divorced,5596,4,Yes,12,Excellent,1,5,Good,10,6,0,3,3,0,0,0,6
Yes,Travel_Rarely,1456,13,Doctor,Marketing,Male,96,Medium,2,Sales Executive,Divorced,8658,5,Yes,13,Excellent,3,3,Better,2,2,2,2,2,0,0,0,2
Yes,Travel_Rarely,964,1,College,Life Sciences,Male,34,Low,2,Sales Executive,Single,12147,6,No,15,Excellent,0,2,Better,0,0,0,0,1,0,0,0,2
No,Travel_Rarely,160,4,Below College,Medical,Female,51,High,1,Laboratory Technician,Single,12862,1,No,13,Excellent,0,3,Bad,3,2,1,2,0,0,0,0,5
No,Travel_Frequently,163,24,Below College,Technical Degree,Female,30,High,2,Manufacturing Director,Single,6670,2,No,20,Outstanding,0,3,Good,5,4,1,4,1,1,0,0,9
No,Non-Travel,792,1,Bachelor,Life Sciences,Male,77,High,2,Laboratory Technician,Married,8989,1,Yes,15,Excellent,1,2,Better,9,8,5,8,2,0,0,0,9
No,Travel_Rarely,371,19,Bachelor,Life Sciences,Male,80,Low,3,Sales Executive,Married,3840,3,No,13,Excellent,1,2,Bad,4,3,0,2,1,0,0,0,7
No,Travel_Rarely,176,4,Bachelor,Life Sciences,Female,56,Low,3,Human Resources,Married,6595,4,No,21,Outstanding,2,2,Best,5,0,0,3,3,0,0,0,6
No,Travel_Frequently,1312,2,Master,Technical Degree,Female,78,Medium,1,Research Scientist,Single,26427,1,No,16,Excellent,0,2,Better,9,7,0,7,1,0,0,0,6
No,Travel_Frequently,897,10,Bachelor,Medical,Male,59,High,1,Human Resources,Married,2097,1,No,14,Excellent,1,2,Better,2,2,2,1,0,0,1,0,6
Yes,Travel_Frequently,600,8,Bachelor,Human Resources,Female,66,Medium,1,Human Resources,Divorced,9732,6,No,11,Excellent,1,0,Good,4,2,1,2,1,0,1,0,7
No,Travel_Rarely,1003,5,Bachelor,Technical Degree,Male,51,High,2,Sales Executive,Married,20943,1,No,19,Excellent,1,3,Better,5,2,0,2,1,0,0,0,4
No,Travel_Rarely,1054,8,Bachelor,Medical,Female,67,High,1,Research Scientist,Single,6152,1,No,11,Excellent,0,5,Good,6,2,1,4,1,0,0,0,7
Yes,Travel_Rarely,428,9,Bachelor,Marketing,Female,52,Low,1,Sales Representative,Single,14630,1,No,13,Excellent,0,3,Better,2,2,2,2,1,0,1,1,4
No,Travel_Frequently,461,1,Bachelor,Life Sciences,Male,70,Very High,2,Healthcare Representative,Single,23060,8,Yes,12,Excellent,0,5,Best,3,2,0,2,1,0,0,0,8
No,Travel_Rarely,979,15,College,Marketing,Male,94,Medium,3,Sales Executive,Divorced,3088,2,No,11,Excellent,1,2,Better,7,7,1,7,1,0,0,0,2
No,Travel_Rarely,181,2,Master,Medical,Male,97,Very High,1,Research Scientist,Married,5586,1,Yes,14,Excellent,3,3,Better,5,0,1,2,1,0,1,0,6
No,Non-Travel,1283,2,Bachelor,Marketing,Female,62,High,2,Sales Executive,Single,10697,8,No,15,Excellent,0,2,Good,11,7,1,7,1,0,0,0,7
No,Travel_Rarely,1313,11,Master,Marketing,Female,80,High,2,Sales Executive,Single,8191,3,No,12,Excellent,0,1,Best,5,1,0,4,3,0,0,0,8
Yes,Travel_Rarely,211,16,Bachelor,Life Sciences,Female,74,High,3,Sales Executive,Single,10092,2,Yes,20,Outstanding,0,2,Good,0,0,0,0,1,0,0,0,2
No,Travel_Frequently,594,2,College,Medical,Female,75,Medium,1,Laboratory Technician,Married,15963,4,No,14,Excellent,1,4,Good,6,1,0,5,2,0,1,0,4
Yes,Travel_Rarely,1079,16,Master,Marketing,Male,70,High,3,Sales Executive,Married,19002,2,No,13,Excellent,3,2,Better,1,0,0,0,1,0,0,0,2
No,Travel_Rarely,590,4,Bachelor,Technical Degree,Female,91,Medium,1,Research Scientist,Divorced,10007,1,No,13,Excellent,1,2,Better,1,0,0,0,1,0,1,1,5
No,Travel_Rarely,305,16,Bachelor,Life Sciences,Male,58,Very High,2,Healthcare Representative,Married,9128,3,No,16,Excellent,1,3,Better,7,0,1,7,1,0,0,0,6
No,Non-Travel,953,5,Master,Technical Degree,Male,65,High,1,Research Scientist,Single,17674,2,No,14,Excellent,0,3,Better,7,7,0,7,1,0,1,0,3
No,Travel_Rarely,833,18,Bachelor,Medical,Male,60,Low,2,Healthcare Representative,Married,24539,3,Yes,16,Excellent,1,2,Better,1,0,1,0,2,0,0,0,6
Yes,Travel_Frequently,807,17,Bachelor,Technical Degree,Male,38,Medium,1,Research Scientist,Married,15587,9,Yes,16,Excellent,1,4,Better,1,0,0,0,2,0,1,0,7
No,Travel_Rarely,855,12,Bachelor,Medical,Male,57,High,1,Laboratory Technician,Divorced,8952,8,No,22,Outstanding,3,6,Good,5,3,0,4,2,0,1,0,3
No,Travel_Rarely,478,2,Bachelor,Medical,Male,60,Medium,5,Research Director,Married,19805,8,No,12,Excellent,3,2,Better,1,0,0,0,4,0,0,0,3
No,Non-Travel,775,4,Bachelor,Technical Degree,Male,90,High,2,Research Scientist,Divorced,6194,5,No,15,Excellent,2,2,Good,9,8,1,7,1,0,1,0,7
No,Travel_Rarely,548,9,Master,Life Sciences,Male,94,High,1,Laboratory Technician,Divorced,20520,1,No,20,Outstanding,2,2,Better,5,3,0,4,2,0,1,0,3
No,Non-Travel,1375,10,Bachelor,Life Sciences,Male,87,High,2,Sales Executive,Divorced,12313,1,Yes,14,Excellent,1,3,Better,15,14,0,7,1,0,0,0,7
No,Non-Travel,661,1,Master,Medical,Female,60,Medium,4,Manufacturing Director,Married,22308,4,Yes,20,Outstanding,3,2,Good,3,2,0,2,4,0,0,0,5
No,Travel_Rarely,244,2,Bachelor,Life Sciences,Male,97,High,1,Human Resources,Single,5033,1,No,13,Excellent,0,5,Better,9,7,1,8,2,0,0,0,5
No,Travel_Rarely,511,3,College,Life Sciences,Female,32,Low,2,Sales Executive,Single,25353,5,No,12,Excellent,0,3,Better,2,2,2,2,1,0,0,0,6
Yes,Travel_Rarely,337,7,Below College,Marketing,Male,31,High,1,Sales Representative,Single,4567,1,No,13,Excellent,0,3,Better,1,0,1,0,0,0,1,1,3
No,Travel_Rarely,1153,6,College,Other,Female,40,Medium,1,Laboratory Technician,Married,16376,1,No,11,Excellent,1,3,Better,5,4,0,4,2,0,0,0,6
Yes,Travel_Rarely,1294,8,Below College,Medical,Female,79,High,1,Laboratory Technician,Married,15999,1,Yes,17,Excellent,0,6,Better,1,0,0,0,0,0,1,1,4
No,Travel_Rarely,196,29,Master,Marketing,Female,91,Medium,2,Sales Executive,Married,13402,1,No,14,Excellent,2,3,Better,12,7,5,7,1,1,0,0,3
No,Travel_Rarely,942,3,Bachelor,Technical Degree,Female,53,High,3,Manager,Married,22984,2,No,11,Excellent,0,2,Better,2,2,2,2,3,0,0,0,5
No,Travel_Rarely,589,9,College,Marketing,Male,46,Medium,2,Sales Executive,Married,8800,1,No,14,Excellent,2,2,Better,5,2,0,3,2,0,0,0,2
No,Travel_Rarely,734,2,Master,Medical,Male,46,High,5,Research Director,Divorced,14218,7,Yes,17,Excellent,1,3,Better,2,1,2,2,3,0,0,0,7
No,Travel_Rarely,1383,10,Bachelor,Life Sciences,Male,90,High,3,Healthcare Representative,Married,25949,7,Yes,13,Excellent,1,1,Better,12,8,5,7,2,0,0,0,6
Yes,Travel_Frequently,429,1,College,Medical,Male,99,High,1,Research Scientist,Divorced,11092,1,Yes,12,Excellent,3,2,Good,5,3,2,3,3,0,1,0,5
No,Travel_Rarely,1239,8,College,Other,Male,89,High,2,Human Resources,Divorced,12832,2,No,13,Excellent,0,4,Good,10,0,4,7,2,0,0,0,5
Yes,Travel_Rarely,303,27,Bachelor,Life Sciences,Male,84,High,2,Sales Executive,Single,13492,1,Yes,18,Excellent,0,2,Better,10,7,7,7,2,1,0,0,8
No,Travel_Rarely,867,8,Master,Life Sciences,Male,90,Very High,1,Research Scientist,Married,6076,6,No,19,Excellent,1,1,Better,10,8,7,6,1,0,1,0,4
